tiplabel	gen	fam	ord	clade	higher	genes	samp	PC	Source_upham	ID_upham	extinct?	newSinceMSW3?	IFnew_Category	IFnew_GeoRegion	IFnew_Citation
Sturnira_nana_PHYLLOSTOMIDAE_CHIROPTERA	Sturnira	PHYLLOSTOMIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	1	sampled	PC16_PhyllostomidRelated	IUCN	20958	0	0	NA	NA	NA
Sturnira_oporaphilum_PHYLLOSTOMIDAE_CHIROPTERA	Sturnira	PHYLLOSTOMIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	4	sampled	PC16_PhyllostomidRelated	IUCN	136494	0	0	NA	NA	NA
Sturnira_parvidens_PHYLLOSTOMIDAE_CHIROPTERA	Sturnira	PHYLLOSTOMIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	4	sampled	PC16_PhyllostomidRelated	newSp	100000339	0	1	deNovo	NA	"Velazco__PM,__Patterson__BD__(2013)__Diversification__of__the__yellow-shouldered__bats,__genus__Sturnira__(Chiroptera,__Phyllostomidae),__in__the__New__World__tropics.__Molecular__Phylogenetics__and__Evolution__68:__683â€“698.__"
Sturnira_paulsoni_PHYLLOSTOMIDAE_CHIROPTERA	Sturnira	PHYLLOSTOMIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	4	sampled	PC16_PhyllostomidRelated	newSp	100000340	0	1	splitFromIUCN	NA	"Velazco,__P.M.__&__Patterson,__B.D.__2014.__Two__new__species__of__yellow-shouldered__bats,__genus__Sturnira__Gray,__1842__(Chiroptera,__Phyllostomidae)__from__Costa__Rica,__Panama__and__western__Ecuador.__ZooKeys__402:__43-66__[175]"
Sturnira_perla_PHYLLOSTOMIDAE_CHIROPTERA	Sturnira	PHYLLOSTOMIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	1	sampled	PC16_PhyllostomidRelated	newSp	100000341	0	1	deNovo	Ecuador	"JarrÃ_n,__P.__&__Kunz,__T.H.__2011.__A__new__species__of__Sturnira__(Chiroptera:__Phyllostomidae)__from__the__Choco__forest__of__Ecuador.__Zootaxa__2755:1-35"
Sturnira_sorianoi_PHYLLOSTOMIDAE_CHIROPTERA	Sturnira	PHYLLOSTOMIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	0	imputed	PC16_PhyllostomidRelated	IUCN	136778	0	0	NA	NA	NA
Sturnira_tildae_PHYLLOSTOMIDAE_CHIROPTERA	Sturnira	PHYLLOSTOMIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	9	sampled	PC16_PhyllostomidRelated	IUCN	20960	0	0	NA	NA	NA
Styloctenium_mindorensis_PTEROPODIDAE_CHIROPTERA	Styloctenium	PTEROPODIDAE	CHIROPTERA	Yinpterochiroptera	Laurasiatheria	3	sampled	PC19_Yinpterochiroptera	IUCN	136534	0	0	NA	NA	NA
Styloctenium_wallacei_PTEROPODIDAE_CHIROPTERA	Styloctenium	PTEROPODIDAE	CHIROPTERA	Yinpterochiroptera	Laurasiatheria	2	sampled	PC19_Yinpterochiroptera	IUCN	21100	0	0	NA	NA	NA
Stylodipus_andrewsi_DIPODIDAE_RODENTIA	Stylodipus	DIPODIDAE	RODENTIA	Mouse-related	Euarchontoglires	1	sampled	PC8_Dipodidae	IUCN	21101	0	0	NA	NA	NA
Stylodipus_sungorus_DIPODIDAE_RODENTIA	Stylodipus	DIPODIDAE	RODENTIA	Mouse-related	Euarchontoglires	0	imputed	PC8_Dipodidae	IUCN	21102	0	0	NA	NA	NA
Stylodipus_telum_DIPODIDAE_RODENTIA	Stylodipus	DIPODIDAE	RODENTIA	Mouse-related	Euarchontoglires	11	sampled	PC8_Dipodidae	IUCN	21103	0	0	NA	NA	NA
Submyotodon_latirostris_VESPERTILIONIDAE_CHIROPTERA	Submyotodon	VESPERTILIONIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	1	sampled	PC17_VespertilionidRelated	newSp	100000342	0	1	deNovo	NA	Ruedi__et__al.__2015__Molecular__phylogeny__and__morphological__revision__of__Myotis__bats__(Chiroptera/__Vespertilionidae)__from__Taiwan__and__adjacent__China.__Zootaxa__3920__(1):__301â€“342
Suncus_aequatorius_SORICIDAE_EULIPOTYPHLA	Suncus	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	136224	0	0	NA	NA	NA
Suncus_ater_SORICIDAE_EULIPOTYPHLA	Suncus	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	21141	0	0	NA	NA	NA
Suncus_dayi_SORICIDAE_EULIPOTYPHLA	Suncus	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	3	sampled	PC15_Eulipotyphla	IUCN	21142	0	0	NA	NA	NA
Suncus_etruscus_SORICIDAE_EULIPOTYPHLA	Suncus	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	6	sampled	PC15_Eulipotyphla	IUCN	29671	0	0	NA	NA	NA
Suncus_fellowesgordoni_SORICIDAE_EULIPOTYPHLA	Suncus	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	3	sampled	PC15_Eulipotyphla	IUCN	21143	0	0	NA	NA	NA
Suncus_hosei_SORICIDAE_EULIPOTYPHLA	Suncus	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	21144	0	0	NA	NA	NA
Suncus_hututsi_SORICIDAE_EULIPOTYPHLA	Suncus	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	1	sampled	PC15_Eulipotyphla	newSp	100000343	0	1	deNovo	Burundi	"Kerbis__Peterhans,__J.C.__&__Hutterer,__R.__2009.__The__description__of__a__new__species__of__Suncus__(Soricidae,__Mammalia)__from__Central__Africa.__Bonner__zoologische__Monographien__55:141-150."
Suncus_infinitesimus_SORICIDAE_EULIPOTYPHLA	Suncus	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	2	sampled	PC15_Eulipotyphla	IUCN	41437	0	0	NA	NA	NA
Suncus_lixus_SORICIDAE_EULIPOTYPHLA	Suncus	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	41438	0	0	NA	NA	NA
Suncus_madagascariensis_SORICIDAE_EULIPOTYPHLA	Suncus	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	2	sampled	PC15_Eulipotyphla	IUCN	41439	0	0	NA	NA	NA
Suncus_malayanus_SORICIDAE_EULIPOTYPHLA	Suncus	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	1	sampled	PC15_Eulipotyphla	IUCN	21145	0	0	NA	NA	NA
Suncus_megalura_SORICIDAE_EULIPOTYPHLA	Suncus	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	6	sampled	PC15_Eulipotyphla	IUCN	41446	0	0	NA	NA	NA
Suncus_mertensi_SORICIDAE_EULIPOTYPHLA	Suncus	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	21146	0	0	NA	NA	NA
Suncus_montanus_SORICIDAE_EULIPOTYPHLA	Suncus	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	4	sampled	PC15_Eulipotyphla	IUCN	21147	0	0	NA	NA	NA
Suncus_murinus_SORICIDAE_EULIPOTYPHLA	Suncus	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	9	sampled	PC15_Eulipotyphla	IUCN	41440	0	0	NA	NA	NA
Suncus_remyi_SORICIDAE_EULIPOTYPHLA	Suncus	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	4	sampled	PC15_Eulipotyphla	IUCN	21140	0	0	NA	NA	NA
Suncus_stoliczkanus_SORICIDAE_EULIPOTYPHLA	Suncus	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	1	sampled	PC15_Eulipotyphla	IUCN	41441	0	0	NA	NA	NA
Suncus_varilla_SORICIDAE_EULIPOTYPHLA	Suncus	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	3	sampled	PC15_Eulipotyphla	IUCN	41442	0	0	NA	NA	NA
Suncus_zeylanicus_SORICIDAE_EULIPOTYPHLA	Suncus	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	21148	0	0	NA	NA	NA
Sundamys_infraluteus_MURIDAE_RODENTIA	Sundamys	MURIDAE	RODENTIA	Mouse-related	Euarchontoglires	0	imputed	PC11_Muridae	IUCN	21150	0	0	NA	NA	NA
Sundamys_maxi_MURIDAE_RODENTIA	Sundamys	MURIDAE	RODENTIA	Mouse-related	Euarchontoglires	0	imputed	PC11_Muridae	IUCN	21151	0	0	NA	NA	NA
Sundamys_muelleri_MURIDAE_RODENTIA	Sundamys	MURIDAE	RODENTIA	Mouse-related	Euarchontoglires	7	sampled	PC11_Muridae	IUCN	21152	0	0	NA	NA	NA
Sundasciurus_brookei_SCIURIDAE_RODENTIA	Sundasciurus	SCIURIDAE	RODENTIA	Squirrel-related	Euarchontoglires	2	sampled	PC13_SquirrelRelated	IUCN	21153	0	0	NA	NA	NA
Sundasciurus_davensis_SCIURIDAE_RODENTIA	Sundasciurus	SCIURIDAE	RODENTIA	Squirrel-related	Euarchontoglires	0	imputed	PC13_SquirrelRelated	IUCN	42565	0	0	NA	NA	NA
Sundasciurus_fraterculus_SCIURIDAE_RODENTIA	Sundasciurus	SCIURIDAE	RODENTIA	Squirrel-related	Euarchontoglires	1	sampled	PC13_SquirrelRelated	IUCN	21154	0	0	NA	NA	NA
Sundasciurus_hippurus_SCIURIDAE_RODENTIA	Sundasciurus	SCIURIDAE	RODENTIA	Squirrel-related	Euarchontoglires	1	sampled	PC13_SquirrelRelated	IUCN	21155	0	0	NA	NA	NA
Sundasciurus_hoogstraali_SCIURIDAE_RODENTIA	Sundasciurus	SCIURIDAE	RODENTIA	Squirrel-related	Euarchontoglires	1	sampled	PC13_SquirrelRelated	IUCN	42566	0	0	NA	NA	NA
Sundasciurus_jentinki_SCIURIDAE_RODENTIA	Sundasciurus	SCIURIDAE	RODENTIA	Squirrel-related	Euarchontoglires	1	sampled	PC13_SquirrelRelated	IUCN	21156	0	0	NA	NA	NA
Sundasciurus_juvencus_SCIURIDAE_RODENTIA	Sundasciurus	SCIURIDAE	RODENTIA	Squirrel-related	Euarchontoglires	1	sampled	PC13_SquirrelRelated	IUCN	21157	0	0	NA	NA	NA
Sundasciurus_lowii_SCIURIDAE_RODENTIA	Sundasciurus	SCIURIDAE	RODENTIA	Squirrel-related	Euarchontoglires	1	sampled	PC13_SquirrelRelated	IUCN	21158	0	0	NA	NA	NA
Sundasciurus_mindanensis_SCIURIDAE_RODENTIA	Sundasciurus	SCIURIDAE	RODENTIA	Squirrel-related	Euarchontoglires	1	sampled	PC13_SquirrelRelated	IUCN	42567	0	0	NA	NA	NA
Sundasciurus_moellendorffi_SCIURIDAE_RODENTIA	Sundasciurus	SCIURIDAE	RODENTIA	Squirrel-related	Euarchontoglires	1	sampled	PC13_SquirrelRelated	IUCN	21159	0	0	NA	NA	NA
Sundasciurus_philippinensis_SCIURIDAE_RODENTIA	Sundasciurus	SCIURIDAE	RODENTIA	Squirrel-related	Euarchontoglires	2	sampled	PC13_SquirrelRelated	IUCN	21160	0	0	NA	NA	NA
Sundasciurus_rabori_SCIURIDAE_RODENTIA	Sundasciurus	SCIURIDAE	RODENTIA	Squirrel-related	Euarchontoglires	1	sampled	PC13_SquirrelRelated	IUCN	21161	0	0	NA	NA	NA
Sundasciurus_samarensis_SCIURIDAE_RODENTIA	Sundasciurus	SCIURIDAE	RODENTIA	Squirrel-related	Euarchontoglires	1	sampled	PC13_SquirrelRelated	IUCN	21162	0	0	NA	NA	NA
Sundasciurus_steerii_SCIURIDAE_RODENTIA	Sundasciurus	SCIURIDAE	RODENTIA	Squirrel-related	Euarchontoglires	1	sampled	PC13_SquirrelRelated	IUCN	21163	0	0	NA	NA	NA
Sundasciurus_tenuis_SCIURIDAE_RODENTIA	Sundasciurus	SCIURIDAE	RODENTIA	Squirrel-related	Euarchontoglires	1	sampled	PC13_SquirrelRelated	IUCN	21164	0	0	NA	NA	NA
Surdisorex_norae_SORICIDAE_EULIPOTYPHLA	Surdisorex	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	21134	0	0	NA	NA	NA
Surdisorex_polulus_SORICIDAE_EULIPOTYPHLA	Surdisorex	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	21135	0	0	NA	NA	NA
Surdisorex_schlitteri_SORICIDAE_EULIPOTYPHLA	Surdisorex	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	newSp	100000344	0	1	deNovo	Kenya	"Kerbis__Peterhans,__J.,__Stanley,__W.T.,__Hutterer,__R.,__Demos,__T.C.__&__Agwanda,__B.__2009.__A__new__species__of__Surdisorex__Thomas,__1906__(Mammalia,__Soricidae)__from__western__Kenya.__Bonner__zoologische__BeitrÃ_ge__56:175-183.[93]"
Suricata_suricatta_HERPESTIDAE_CARNIVORA	Suricata	HERPESTIDAE	CARNIVORA	Feliformes	Laurasiatheria	25	sampled	PC22_Carnivora	IUCN	41624	0	0	NA	NA	NA
Sus_ahoenobarbus_SUIDAE_CETARTIODACTYLA	Sus	SUIDAE	CETARTIODACTYLA	Suina	Laurasiatheria	0	imputed	PC20_Cetartiodactyla	IUCN	21177	0	0	NA	NA	NA
Sus_barbatus_SUIDAE_CETARTIODACTYLA	Sus	SUIDAE	CETARTIODACTYLA	Suina	Laurasiatheria	2	sampled	PC20_Cetartiodactyla	IUCN	41772	0	0	NA	NA	NA
Sus_bucculentus_SUIDAE_CETARTIODACTYLA	Sus	SUIDAE	CETARTIODACTYLA	Suina	Laurasiatheria	0	imputed	PC20_Cetartiodactyla	IUCN	21178	0	0	NA	NA	NA
Sus_cebifrons_SUIDAE_CETARTIODACTYLA	Sus	SUIDAE	CETARTIODACTYLA	Suina	Laurasiatheria	4	sampled	PC20_Cetartiodactyla	IUCN	21175	0	0	NA	NA	NA
Sus_celebensis_SUIDAE_CETARTIODACTYLA	Sus	SUIDAE	CETARTIODACTYLA	Suina	Laurasiatheria	4	sampled	PC20_Cetartiodactyla	IUCN	41773	0	0	NA	NA	NA
Sus_oliveri_SUIDAE_CETARTIODACTYLA	Sus	SUIDAE	CETARTIODACTYLA	Suina	Laurasiatheria	0	imputed	PC20_Cetartiodactyla	IUCN	136340	0	0	NA	NA	NA
Sus_philippensis_SUIDAE_CETARTIODACTYLA	Sus	SUIDAE	CETARTIODACTYLA	Suina	Laurasiatheria	1	sampled	PC20_Cetartiodactyla	IUCN	21176	0	0	NA	NA	NA
Sus_scrofa_SUIDAE_CETARTIODACTYLA	Sus	SUIDAE	CETARTIODACTYLA	Suina	Laurasiatheria	30	sampled	PC20_Cetartiodactyla	IUCN	41775	0	0	NA	NA	NA
Sus_verrucosus_SUIDAE_CETARTIODACTYLA	Sus	SUIDAE	CETARTIODACTYLA	Suina	Laurasiatheria	4	sampled	PC20_Cetartiodactyla	IUCN	21174	0	0	NA	NA	NA
Syconycteris_australis_PTEROPODIDAE_CHIROPTERA	Syconycteris	PTEROPODIDAE	CHIROPTERA	Yinpterochiroptera	Laurasiatheria	5	sampled	PC19_Yinpterochiroptera	IUCN	21185	0	0	NA	NA	NA
Syconycteris_carolinae_PTEROPODIDAE_CHIROPTERA	Syconycteris	PTEROPODIDAE	CHIROPTERA	Yinpterochiroptera	Laurasiatheria	0	imputed	PC19_Yinpterochiroptera	IUCN	21184	0	0	NA	NA	NA
Syconycteris_hobbit_PTEROPODIDAE_CHIROPTERA	Syconycteris	PTEROPODIDAE	CHIROPTERA	Yinpterochiroptera	Laurasiatheria	0	imputed	PC19_Yinpterochiroptera	IUCN	21183	0	0	NA	NA	NA
Sylvicapra_grimmia_BOVIDAE_CETARTIODACTYLA	Sylvicapra	BOVIDAE	CETARTIODACTYLA	Ruminantia	Laurasiatheria	4	sampled	PC20_Cetartiodactyla	IUCN	21203	0	0	NA	NA	NA
Sylvilagus_aquaticus_LEPORIDAE_LAGOMORPHA	Sylvilagus	LEPORIDAE	LAGOMORPHA	Lagomorpha	Euarchontoglires	1	sampled	PC6_Lagomorpha	IUCN	41296	0	0	NA	NA	NA
Sylvilagus_audubonii_LEPORIDAE_LAGOMORPHA	Sylvilagus	LEPORIDAE	LAGOMORPHA	Lagomorpha	Euarchontoglires	1	sampled	PC6_Lagomorpha	IUCN	41297	0	0	NA	NA	NA
Sylvilagus_bachmani_LEPORIDAE_LAGOMORPHA	Sylvilagus	LEPORIDAE	LAGOMORPHA	Lagomorpha	Euarchontoglires	0	imputed	PC6_Lagomorpha	IUCN	41302	0	0	NA	NA	NA
Sylvilagus_brasiliensis_LEPORIDAE_LAGOMORPHA	Sylvilagus	LEPORIDAE	LAGOMORPHA	Lagomorpha	Euarchontoglires	1	sampled	PC6_Lagomorpha	IUCN	41298	0	0	NA	NA	NA
Sylvilagus_cognatus_LEPORIDAE_LAGOMORPHA	Sylvilagus	LEPORIDAE	LAGOMORPHA	Lagomorpha	Euarchontoglires	0	imputed	PC6_Lagomorpha	IUCN	41309	0	0	NA	NA	NA
Sylvilagus_cunicularius_LEPORIDAE_LAGOMORPHA	Sylvilagus	LEPORIDAE	LAGOMORPHA	Lagomorpha	Euarchontoglires	0	imputed	PC6_Lagomorpha	IUCN	21211	0	0	NA	NA	NA
Sylvilagus_dicei_LEPORIDAE_LAGOMORPHA	Sylvilagus	LEPORIDAE	LAGOMORPHA	Lagomorpha	Euarchontoglires	0	imputed	PC6_Lagomorpha	IUCN	21209	0	0	NA	NA	NA
Sylvilagus_floridanus_LEPORIDAE_LAGOMORPHA	Sylvilagus	LEPORIDAE	LAGOMORPHA	Lagomorpha	Euarchontoglires	22	sampled	PC6_Lagomorpha	IUCN	41299	0	0	NA	NA	NA
Sylvilagus_graysoni_LEPORIDAE_LAGOMORPHA	Sylvilagus	LEPORIDAE	LAGOMORPHA	Lagomorpha	Euarchontoglires	0	imputed	PC6_Lagomorpha	IUCN	21206	0	0	NA	NA	NA
Sylvilagus_insonus_LEPORIDAE_LAGOMORPHA	Sylvilagus	LEPORIDAE	LAGOMORPHA	Lagomorpha	Euarchontoglires	0	imputed	PC6_Lagomorpha	IUCN	21207	0	0	NA	NA	NA
Sylvilagus_mansuetus_LEPORIDAE_LAGOMORPHA	Sylvilagus	LEPORIDAE	LAGOMORPHA	Lagomorpha	Euarchontoglires	0	imputed	PC6_Lagomorpha	IUCN	21210	0	0	NA	NA	NA
Sylvilagus_nuttallii_LEPORIDAE_LAGOMORPHA	Sylvilagus	LEPORIDAE	LAGOMORPHA	Lagomorpha	Euarchontoglires	1	sampled	PC6_Lagomorpha	IUCN	41300	0	0	NA	NA	NA
Sylvilagus_obscurus_LEPORIDAE_LAGOMORPHA	Sylvilagus	LEPORIDAE	LAGOMORPHA	Lagomorpha	Euarchontoglires	1	sampled	PC6_Lagomorpha	IUCN	41301	0	0	NA	NA	NA
Sylvilagus_palustris_LEPORIDAE_LAGOMORPHA	Sylvilagus	LEPORIDAE	LAGOMORPHA	Lagomorpha	Euarchontoglires	1	sampled	PC6_Lagomorpha	IUCN	41303	0	0	NA	NA	NA
Sylvilagus_robustus_LEPORIDAE_LAGOMORPHA	Sylvilagus	LEPORIDAE	LAGOMORPHA	Lagomorpha	Euarchontoglires	1	sampled	PC6_Lagomorpha	IUCN	41310	0	0	NA	NA	NA
Sylvilagus_transitionalis_LEPORIDAE_LAGOMORPHA	Sylvilagus	LEPORIDAE	LAGOMORPHA	Lagomorpha	Euarchontoglires	1	sampled	PC6_Lagomorpha	IUCN	21212	0	0	NA	NA	NA
Sylvilagus_varynaensis_LEPORIDAE_LAGOMORPHA	Sylvilagus	LEPORIDAE	LAGOMORPHA	Lagomorpha	Euarchontoglires	0	imputed	PC6_Lagomorpha	IUCN	41311	0	0	NA	NA	NA
Sylvisorex_akaibei_SORICIDAE_EULIPOTYPHLA	Sylvisorex	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	newSp	100000345	0	1	deNovo	Congo__(Dem.Rep.)	"Mukinzi,__I.,__Hutterer,__R.__&__Barriere,__P.__2009.__A__new__species__of__Sylvisorex__(Mammalia:__Soricidae)__from__lowland__forests__north__of__Kisangani,__Democratic__Republic__of__Congo.__Mammalia__73:130-134.[94]"
Sylvisorex_camerunensis_SORICIDAE_EULIPOTYPHLA	Sylvisorex	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	45051	0	0	NA	NA	NA
Sylvisorex_corbeti_SORICIDAE_EULIPOTYPHLA	Sylvisorex	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	newSp	100000346	0	1	deNovo	Nigeria	"Hutterer,__R.__&__Montermann,__C.__2009.__A__large__new__species__of__Sylvisorex__(Mammalia:__Soricidae)__from__Nigeria__and__the__first__record__of__Sylvisorex__ollula__from__the__country.__Bonner__zoologische__BeitrÃ_ge__56:201-208.[95]"
Sylvisorex_granti_SORICIDAE_EULIPOTYPHLA	Sylvisorex	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	2	sampled	PC15_Eulipotyphla	IUCN	41443	0	0	NA	NA	NA
Sylvisorex_howelli_SORICIDAE_EULIPOTYPHLA	Sylvisorex	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	21216	0	0	NA	NA	NA
Sylvisorex_isabellae_SORICIDAE_EULIPOTYPHLA	Sylvisorex	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	21220	0	0	NA	NA	NA
Sylvisorex_johnstoni_SORICIDAE_EULIPOTYPHLA	Sylvisorex	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	6	sampled	PC15_Eulipotyphla	IUCN	41444	0	0	NA	NA	NA
Sylvisorex_konganensis_SORICIDAE_EULIPOTYPHLA	Sylvisorex	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	1	sampled	PC15_Eulipotyphla	IUCN	45050	0	0	NA	NA	NA
Sylvisorex_lunaris_SORICIDAE_EULIPOTYPHLA	Sylvisorex	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	5	sampled	PC15_Eulipotyphla	IUCN	41445	0	0	NA	NA	NA
Sylvisorex_morio_SORICIDAE_EULIPOTYPHLA	Sylvisorex	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	21221	0	0	NA	NA	NA
Sylvisorex_ollula_SORICIDAE_EULIPOTYPHLA	Sylvisorex	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	4	sampled	PC15_Eulipotyphla	IUCN	21218	0	0	NA	NA	NA
Sylvisorex_oriundus_SORICIDAE_EULIPOTYPHLA	Sylvisorex	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	21222	0	0	NA	NA	NA
Sylvisorex_pluvialis_SORICIDAE_EULIPOTYPHLA	Sylvisorex	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	45049	0	0	NA	NA	NA
Sylvisorex_silvanorum_SORICIDAE_EULIPOTYPHLA	Sylvisorex	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	newSp	100000347	0	1	deNovo	Cameroon	"Hutterer,__R.,__Riegert,__J.__&__SedlÃ¡Äçek,__O.__2009.__A__tiny__new__species__of__Sylvisorex__(Mammalia:__Soricidae)__from__the__Bamenda__Highlands,__Cameroon.__Bonner__zoologische__BeitrÃ_ge__56:151-157.[96]"
Sylvisorex_vulcanorum_SORICIDAE_EULIPOTYPHLA	Sylvisorex	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	2	sampled	PC15_Eulipotyphla	IUCN	21219	0	0	NA	NA	NA
Symphalangus_syndactylus_HYLOBATIDAE_PRIMATES	Symphalangus	HYLOBATIDAE	PRIMATES	Catarrhini	Euarchontoglires	22	sampled	PC5_Primates	IUCN	39779	0	0	NA	NA	NA
Synaptomys_borealis_CRICETIDAE_RODENTIA	Synaptomys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	1	sampled	PC12_Cricetidae	IUCN	42638	0	0	NA	NA	NA
Synaptomys_cooperi_CRICETIDAE_RODENTIA	Synaptomys	CRICETIDAE	RODENTIA	Mouse-related	Euarchontoglires	6	sampled	PC12_Cricetidae	IUCN	42639	0	0	NA	NA	NA
Syncerus_caffer_BOVIDAE_CETARTIODACTYLA	Syncerus	BOVIDAE	CETARTIODACTYLA	Ruminantia	Laurasiatheria	4	sampled	PC20_Cetartiodactyla	IUCN	21251	0	0	NA	NA	NA
Syntheosciurus_brochus_SCIURIDAE_RODENTIA	Syntheosciurus	SCIURIDAE	RODENTIA	Squirrel-related	Euarchontoglires	0	imputed	PC13_SquirrelRelated	IUCN	21260	0	0	NA	NA	NA
Tachyglossus_aculeatus_TACHYGLOSSIDAE_MONOTREMATA	Tachyglossus	TACHYGLOSSIDAE	MONOTREMATA	Monotremata	Monotremata	19	sampled	PC23_Monotremata	IUCN	41312	0	0	NA	NA	NA
Tachyoryctes_macrocephalus_SPALACIDAE_RODENTIA	Tachyoryctes	SPALACIDAE	RODENTIA	Mouse-related	Euarchontoglires	0	imputed	PC9_Spalacidae	IUCN	21293	0	0	NA	NA	NA
Tachyoryctes_splendens_SPALACIDAE_RODENTIA	Tachyoryctes	SPALACIDAE	RODENTIA	Mouse-related	Euarchontoglires	4	sampled	PC9_Spalacidae	IUCN	21299	0	0	NA	NA	NA
Tadarida_aegyptiaca_MOLOSSIDAE_CHIROPTERA	Tadarida	MOLOSSIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	2	sampled	PC17_VespertilionidRelated	IUCN	21312	0	0	NA	NA	NA
Tadarida_australis_MOLOSSIDAE_CHIROPTERA	Tadarida	MOLOSSIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	0	imputed	PC17_VespertilionidRelated	IUCN	21313	0	0	NA	NA	NA
Tadarida_brasiliensis_MOLOSSIDAE_CHIROPTERA	Tadarida	MOLOSSIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	28	sampled	PC17_VespertilionidRelated	IUCN	21314	0	0	NA	NA	NA
Tadarida_fulminans_MOLOSSIDAE_CHIROPTERA	Tadarida	MOLOSSIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	3	sampled	PC17_VespertilionidRelated	IUCN	21316	0	0	NA	NA	NA
Tadarida_insignis_MOLOSSIDAE_CHIROPTERA	Tadarida	MOLOSSIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	2	sampled	PC17_VespertilionidRelated	IUCN	136716	0	0	NA	NA	NA
Tadarida_jobimena_MOLOSSIDAE_CHIROPTERA	Tadarida	MOLOSSIDAE	CHIROPTERA	Yangochiroptera	Laurasiatheria	3	sampled	PC17_VespertilionidRelated	IUCN	136393	0	0	NA	NA	NA
