species	S_1	S_2	S_3	EstPi_1	EstPi_2	EstPi_3	EstTheta_1	EstTheta_2	EstTheta_3	Nind	size	EstPi	EstTheta	subPi_min	subPi_mean	subPi_max	subPi_upper.CI	subPi_lower.CI	subPi_sd	subPi_se	subTheta_min	subTheta_mean	subTheta_max	subTheta_upper.CI	subTheta_lower.CI	subTheta_sd	subTheta_se	outPi	outTheta
Chinchilla_chinchilla	4	1	2	0.00865800865800866	0.00152788388082506	0.0043799337916985	0.00888066604995378	0.002215493685843	0.00442054077948871	7	561	0.00485527544351074	0.00516903991237242	0.00321428571428571	0.00486812579577285	0.00582293523469994	0.00491794397247556	0.00481830761907015	0.000802810878623962	2.5387109068127e-05	0.00345149924498453	0.0050485214768375	0.00617102556567732	0.0051055418996143	0.0049915010540607	0.00091887376734258	2.9057339869822e-05	in	in
Chinchilla_lanigera	15	6	5	0.0305689557026455	0.00811280223044929	0.00957996252113899	0.0267256044016647	0.0106844923125232	0.00886747501016309	13	561	0.0160872401514113	0.0154149030492175	0.00280561122244489	0.016444294542045	0.0222012578616352	0.0166124612690714	0.0162761278150187	0.0027099762940945	8.56969749440094e-05	0.00289272800321412	0.0158106809473568	0.0222353987548176	0.0159548896326405	0.015666472262073	0.00232389679832629	7.34880692988405e-05	in	in
Chionomys_gud	29	6	148	0.0139719122027573	0.00134697855750487	0.0849446347933289	0.0196703903314261	0.00406814069987376	0.100458221059122	29	1140	0.0334211751845303	0.0413800435998292	0.00210711150131695	0.0339674030126705	0.0732163742690058	0.0348505157002731	0.033084290325068	0.0142312007299877	0.000450030081458121	0.00210762961922159	0.0339163605808228	0.0726505741738938	0.0348568058598719	0.0329759153017737	0.0151551050388039	0.000479246501017147	in	in
Chionomys_nivalis	43	10	190	0.0176342777986022	0.00319894997737251	0.0930931814434628	0.0252066379007838	0.005861367431628	0.111436288434011	64	1140	0.0379754697398125	0.0474887953558337	0.00918608578183046	0.0381060653415899	0.0806542056074766	0.0387361664955937	0.0374759641875861	0.0101539657721014	0.000321096591232307	0.0109765940274415	0.0382690325138222	0.0751435032179508	0.038901592778897	0.0376364722487473	0.0101935939008339	0.000322349742694358	in	in
Chionomys_roberti	9	1	51	0.00504127409161734	0.00119617224880383	0.0297712860069839	0.006175001570913	0.000686111285657	0.0350001201702241	28	1140	0.0120029107824684	0.0139520515618262	0.00181286549707602	0.0118964049153493	0.0254850088183422	0.0122200567434603	0.0115727530872383	0.00521559048707509	0.000164931452818643	0.00177213320534595	0.0124264382409431	0.0241841717696306	0.0127686262931369	0.0120842501887494	0.00551429837498153	0.000174377425627069	in	in
Chiromyscus_chiropus	27	8	143	0.0358834586466165	0.0104260651629073	0.197932330827068	0.0279105484152025	0.00827243899076242	0.147869846959878	8	1140	0.0814139515455305	0.0613473774734659	0.0480701754385965	0.0814862476542554	0.0906867079280872	0.0821467126704226	0.0808257826380882	0.0106432739016891	0.000336569872903645	0.0581382921876672	0.0728271400650739	0.0772748893198204	0.0732173806534731	0.0724368994766748	0.00628865627734687	0.000198864772583317	in	in
Chironax_melanocephalus	15	1	24	0.0519083969465649	0.00458015267175573	0.0776923076923077	0.0549618320610686	0.00366412213740458	0.0886153846153845	5	392	0.0446428571428571	0.0489795918367345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chironectes_minimus	5	0	20	0.00476190476190476	0	0.0179699248120301	0.00548345823432639	0	0.0219378427787932	7	1140	0.00757727652464495	0.0091390970572107	0.00242690058479532	0.00763	0.0100584795321637	0.00779861298798669	0.00746138701201331	0.00271716770850158	8.59243874352544e-05	0.00262151829601312	0.00833842801972719	0.0109229929000547	0.00853663737438323	0.00814021866507115	0.00319410778745483	0.000101006557004382	in	in
Chiropodomys_gliroides	38	6	213	0.0297870684776457	0.00382993774759479	0.212558864265928	0.0251121426127094	0.00396507514937517	0.140760167802819	32	1140	0.0820586234970562	0.0566124618549665	0.00588235294117647	0.0835338203539246	0.104166666666667	0.0844291991160397	0.0826384415918095	0.014428866295218	0.000456280815469244	0.00641711229946526	0.0780360900634012	0.0971498281024738	0.0787663072380643	0.0773058728887382	0.0117673172801156	0.000372115245550229	in	in
Chiropotes_chiropotes	2	0	6	0.00231774125579435	0	0.0084530853761623	0.00292347796428485	0	0.00880152559777031	7	1016	0.00358548931383577	0.00390224867079657	0	0.00330880009931191	0.00551181102362205	0.00344479551457723	0.0031728046840466	0.00219154144218319	6.9302625439491e-05	0	0.00329689347646442	0.00528314347036484	0.00342956892643314	0.0031642180264957	0.00213804080379844	6.76107867038024e-05	in	in
Chlorocebus_aethiops	74	34	163	0.0605199490662139	0.0255804329371817	0.150842624904247	0.0484419778702831	0.0222618643078561	0.10697852813611	32	1139	0.0789179104477612	0.0591890903252388	0.0057945566286216	0.0788901714393241	0.124817091015511	0.0812159439677792	0.076564398910869	0.0374794023111487	0.00118520276645009	0.00505706760316068	0.0783404820492266	0.106355291386769	0.0804770199372327	0.0762039441612205	0.0344299204147814	0.00108876968169038	in	in
Chlorocebus_cynosuros	8	11	55	0.00804093567251462	0.010672514619883	0.0539431251832307	0.0077460405283906	0.0106508057265371	0.0533945405815843	9	1139	0.0241927616817871	0.0239045939045592	0.00526777875329236	0.0243750658472344	0.0319578577699737	0.0247174041833735	0.0240327275110953	0.00551672017349452	0.00017445400962042	0.00632133450395085	0.0244880070237051	0.0311852502194909	0.0247961581510819	0.0241798558963283	0.00496579950716899	0.000157032368463957	in	in
Chlorocebus_djamdjamensis	9	5	42	0.00947368421052632	0.00526315789473684	0.0443271767810026	0.0113684210526315	0.00631578947368418	0.0532094594594592	5	1139	0.0196663740122915	0.023602135431301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chlorocebus_pygerythrus	34	23	109	0.0232036934823991	0.0149261913070321	0.0756728259191904	0.0236354659647995	0.0159886975644232	0.0759151715217582	33	1140	0.0379342369028739	0.0384896702408784	0.00667251975417032	0.0377775836701629	0.0568920105355575	0.0383253490369814	0.0372298183033444	0.0088271395005008	0.000279138660456235	0.00768424729304923	0.037650067578819	0.054275552806557	0.0381843049170282	0.0371158302406097	0.00860913777396889	0.000272244840559335	in	in
Chlorocebus_sabaeus	8	4	33	0.00327746026041059	0.000879464712023369	0.0178272043866259	0.00451385469910545	0.0022569505030678	0.0186680356107514	72	1139	0.00731882524324504	0.00847082493135603	0	0.00728765420824388	0.0156862745098039	0.00744164945846557	0.00713365895802219	0.00248160551664033	7.84752568662234e-05	0	0.00731745867453914	0.0139784946236559	0.00747705022928669	0.00715786711979159	0.00257178894868902	8.1327107391072e-05	in	in
Chlorocebus_tantalus	25	4	42	0.0227918659478906	0.00471172248803828	0.041058136268327	0.016103914268834	0.00257666853605961	0.02711008182121	44	1140	0.0228539082347519	0.015255533748133	0	0.0228660765313147	0.0395789473684211	0.023396510164586	0.0223356428980434	0.00854784175903317	0.00027030649037245	0	0.0217379849695883	0.0370241005937827	0.0222045274354192	0.0212714425037573	0.00751824718805558	0.000237747851264119	in	in
Chodsigoa_hypsibia	18	3	113	0.0134324588561186	0.00147853185595568	0.0702554928373238	0.0133843199386003	0.00223092734702625	0.0842460276889929	20	1139	0.0283520704617506	0.0332432039263746	0.00122914837576822	0.0282222099725707	0.053819139596137	0.0290693368600683	0.0273750830850731	0.0136512960905097	0.000431691886593629	0.00126453335206716	0.0288093219853913	0.0531104007868209	0.0296688426533411	0.0279498013174416	0.0138510196137862	0.0004380076989523	in	in
Chodsigoa_parca	13	2	102	0.0105263157894737	0.00175438596491228	0.0920776672755565	0.011024235820017	0.00169603628000262	0.0867383684293987	13	1139	0.0347358231467099	0.0331033050137465	0.00175592625109745	0.0351763827919227	0.0561896400351185	0.0361577139572909	0.0341950516265546	0.0158139736785576	0.000500081756821935	0.00168568920105356	0.0359413126259573	0.0493168007306194	0.0368476709153549	0.0350349543365597	0.0146057993852657	0.000461875931049269	in	in
Chrotogale_owstoni	12	8	23	0.00715002972489041	0.00196138551506972	0.0169410648252778	0.00982951505237972	0.00656669866031675	0.0188959894366245	26	1124	0.00867681402103109	0.0117606171644996	0.00291479820627803	0.0100882653457438	0.0160567095285196	0.0102164330786969	0.00996009761279061	0.00206539976196625	6.53136752658295e-05	0.00322869955156955	0.0100196475775221	0.0156862745098041	0.0101446223229811	0.0098946728320631	0.00201394534782897	6.3686543822396e-05	in	in
Chrotomys_mindorensis	2	0	10	0.00210526315789474	0	0.0131926121372032	0.00252631578947367	0	0.012664907651715	5	1138	0.00509666080843585	0.0050615114235501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chrotomys_silaceus	5	0	15	0.00736842105263158	0	0.0211081794195251	0.00631578947368418	0	0.0189973614775725	5	1138	0.00949033391915642	0.0084358523725835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chrotomys_whiteheadi	6	1	23	0.00385964912280702	0.000527704485488127	0.0196423336265025	0.0055996992754093	0.000935753816538784	0.021522337780392	10	1138	0.00800624877953525	0.00934928829779488	0.00474516695957821	0.00788576449912127	0.0109841827768014	0.0079868359565175	0.00778469304172503	0.00162874819767685	5.15055403955302e-05	0.00427198291206837	0.00829826743786317	0.0118476727785614	0.00841889226754913	0.00817764260817721	0.00194384724438944	6.14698471571258e-05	in	in
Chrysocyon_brachyurus	1	2	5	0.000661375661375661	0.00171957671957672	0.00640589569160998	0.00123198225945546	0.00246396451891092	0.00616631430584917	9	1134	0.00292894935752079	0.00328642354957218	0.000352733686067019	0.00338306122157991	0.00870588235294118	0.00350383824465603	0.00326228419850379	0.00194629981325801	6.15474041945571e-05	0.00046269519953731	0.00386508945030693	0.00879120879120876	0.00398169352316183	0.00374848537745202	0.00187905347757737	5.94208883440461e-05	in	in
Civettictis_civetta	5	3	42	0.00687055448960211	0.00315909839719364	0.0496637401399306	0.00572428681845044	0.00343457209107026	0.0481023660576477	14	1134	0.0198977976755755	0.0190833835895267	0.00199004975124378	0.0139403816434343	0.028243601059135	0.014460475553808	0.0134202877330607	0.00838121900056252	0.000265037416104576	0.00238805970149253	0.0139413547912181	0.0255020720433535	0.0143875454212433	0.013495164161193	0.00719028104665266	0.000227376651241618	in	in
Coendou_bicolor	28	6	120	0.0379188712522046	0.00811287477954145	0.168077601410935	0.0336498017065255	0.00721067179425547	0.144213435885109	6	1134	0.0713697824808936	0.0616913031286297	0.0619929453262787	0.0716069077013521	0.0788947677836567	0.072038553621974	0.0711752617807303	0.00695589569359122	0.000219964735583049	0.061435726210351	0.0658859326390549	0.0685587089593772	0.0660707415824359	0.065701123695674	0.00297816259110839	9.41777703021125e-05	in	in
Coendou_prehensilis	11	9	40	0.0042699340944955	0.00416163866456264	0.0141610152833063	0.00933779875603057	0.00764770374967834	0.0339946749906603	19	1134	0.00753086268078815	0.0169900124381302	0.00102432778489117	0.00770172456141924	0.0230673316708229	0.00808906062528385	0.00731438849755463	0.0062418503914662	0.000197384640510468	0.00124120810922632	0.00908751706253486	0.0269113149847097	0.00957587201393575	0.00859916211113397	0.00786975143538807	0.000248863391552057	in	in
Coendou_speratus	1	3	7	0.00224719101123595	0.00599250936329588	0.0127340823970037	0.00179775280898877	0.0053932584269663	0.0125842696629214	5	801	0.00699126092384519	0.00659176029962553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coleura_afra	24	4	138	0.0176685619016938	0.00343303988261971	0.112244000914206	0.0178105468415656	0.00296842447359427	0.102418444888552	21	1134	0.0444485342328398	0.0410642477506417	0.00376249265138154	0.0442994383813336	0.0654027042915932	0.0449591295219441	0.0436397472407232	0.0106308030375026	0.000336175509551447	0.00431685732786534	0.0428711498517168	0.0628650313263249	0.0435201547332806	0.042222144970153	0.0104585959118654	0.000330729842088202	in	in
Colobus_angolensis	6	6	29	0.00555451829723674	0.00157128257537047	0.0191967778104008	0.00302666393540396	0.00302666393540396	0.0146674743043763	104	1139	0.00876504224910679	0.00690012059022526	0	0.00876909569798068	0.0158033362598771	0.00893275865707516	0.00860543273888621	0.00263739889102983	8.34018759405648e-05	0	0.00865095697980687	0.0160140474100088	0.00881734476923554	0.0084845691903782	0.00268130903747596	8.47904366921782e-05	in	in
Colomys_goslingi	17	4	48	0.0194371152154793	0.00440917107583774	0.0625220458553792	0.0209854953194115	0.00494865767660521	0.0594059405940592	6	1135	0.0287812041116006	0.0284373862332825	0.022848751835536	0.0288855212922173	0.033568281938326	0.0291756978920414	0.0285953446923932	0.00467614325692985	0.000147872633571363	0.0231696014828547	0.0281361658186429	0.0320631970260226	0.0283790000816005	0.0278933315556853	0.00391323008805368	0.000123747200865509	in	in
Condylura_cristata	10	1	23	0.0142857142857143	0.00105820105820106	0.0354497354497355	0.0126984126984126	0.00126984126984126	0.0292063492063491	5	1134	0.0169312169312169	0.0143915343915344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Conepatus_chinga	13	4	53	0.0105416322807627	0.000652038824754719	0.0482533186434165	0.0114709404420005	0.00352965705358511	0.046862390147969	47	858	0.0198156632496446	0.0206032391888816	0.00553505535055351	0.0179686689556398	0.0338017174082748	0.0183681434445347	0.017569194466745	0.00643745890844988	0.00020357032494443	0.00537072952409367	0.0181696804750237	0.0333412154173562	0.0185138995239033	0.0178254614261441	0.00554702751807338	0.000175412412007427	in	in
Conepatus_semistriatus	3	1	17	0.00394632991318074	0.00168084422228069	0.0173133450911229	0.00425944788130044	0.00141981596043348	0.0242696888165384	28	542	0.00762900486147719	0.0099568749435577	0.000738007380073801	0.00759151291512915	0.0132841328413284	0.00771444024215483	0.00746858558810347	0.00198095157125706	6.26431889966165e-05	0.000885608856088558	0.00785862333071054	0.0141697416974169	0.00799046201894277	0.00772678464247831	0.00212455654023573	6.71843768495207e-05	in	in
Connochaetes_gnou	5	0	5	0.00811287477954145	0	0.00740740740740741	0.00807102502017756	0	0.00807102502017756	5	1134	0.00517342739564962	0.00538068334678504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Connochaetes_taurinus	6	5	34	0.00758377425044092	0.00601294648913697	0.0452438214342976	0.00641967263036542	0.00535093584728916	0.0364391345045902	17	1134	0.0196135140579585	0.0160593504440469	0	0.0151279363941248	0.0335686966754928	0.0156768365835603	0.0145790362046893	0.00884542696107256	0.000279716960736508	0	0.0145214064876482	0.0300506668219672	0.0150002087723074	0.014042604202989	0.00771581194406815	0.000243995397407871	in	in
Corynorhinus_mexicanus	14	3	67	0.0184357541899441	0.00335195530726257	0.088268156424581	0.0191846522781774	0.0041109969167523	0.0918122644741347	5	1074	0.0366852886405959	0.0383693045563553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Corynorhinus_rafinesquii	13	1	32	0.00660479717942232	0.000133014099494547	0.0249745426625935	0.00867182501788967	0.00066706346291459	0.021407477328598	42	1073	0.0105573608279572	0.0102381020070223	0.000585365853658537	0.0101535420984998	0.0151544715447154	0.0103194313836526	0.00998765281334691	0.00267327573151902	8.45364012525288e-05	0.000471939277146346	0.00987938065459908	0.01421183530062	0.010020457107102	0.00973830420209612	0.00227342143537168	7.1891898172238e-05	in	in
Corynorhinus_townsendii	43	20	182	0.00935399164474404	0.00216600326150459	0.0561678058550723	0.0217128884870774	0.010099158099757	0.0919526738685531	150	1122	0.0225626002537736	0.0412455640251446	0.00336842105263158	0.0223906491468834	0.078525641025641	0.0229878723721134	0.0217934259216534	0.00962414391523786	0.000304342153014021	0.00353684210526321	0.0219837026071996	0.0828897647393453	0.0226327608455187	0.0213346443688805	0.0104594557462959	0.000330757032440313	in	in
Craseonycteris_thonglongyai	10	9	27	0.00946249653035824	0.00237815961247459	0.0280615480631826	0.0164218684997043	0.0147796816497339	0.0443390449492017	143	330	0.0133007347353385	0.0251801983662125	0.00121212121212121	0.0135056565656566	0.0487878787878788	0.0140151393526501	0.012996173778663	0.00821022267255943	0.000259630037424426	0.00145454545454545	0.014454954729481	0.0441663599558336	0.0150276454822802	0.0138822639766818	0.00922880757315186	0.000291840520185709	in	in
Cratogeomys_castanops	33	13	133	0.0180964530446932	0.00690544904830619	0.113219606097453	0.0246058997238628	0.00969288906545191	0.0993157344079299	25	1134	0.0460738360634841	0.0445108144494517	0.0101167315175097	0.0434805724259248	0.0611111111111111	0.0439347817245119	0.0430263631273376	0.00731950043563405	0.000231462927111983	0.0105747576618037	0.0426757878493323	0.0610336341263339	0.0431381366618141	0.0422134390368506	0.00745066722522313	0.000235610785196718	in	in
Cratogeomys_fulvescens	2	1	10	0.00246913580246914	0.000881834215167549	0.0107583774250441	0.00231830300220236	0.00115915150110118	0.0115915150110118	6	1134	0.00470311581422693	0.00502298983810518	0.00352733686067019	0.00472328042328042	0.00511463844797178	0.00475752574670389	0.00468903509985696	0.000551857173545745	1.74512561150737e-05	0.00338839474798815	0.0049017193414144	0.00550614146548074	0.00494659088545577	0.00485684779737303	0.000723096790796738	2.28663282767597e-05	in	in
Cratogeomys_fumosus	40	10	136	0.0363095238095238	0.00725308641975309	0.140806878306878	0.0318905374029449	0.00797263435073624	0.108433590512469	16	1134	0.0614564961787184	0.0494312087455731	0.0210758377425044	0.0616301587301587	0.0753086419753086	0.0621347718707871	0.0611255455895304	0.00813174920492583	0.000257148488488289	0.0190496348819982	0.0576991583555497	0.0711111111111113	0.0581196447712785	0.0572786719398208	0.00677606229700515	0.000214277904257286	in	in
Cratogeomys_goldmani	23	9	85	0.0201058201058201	0.00599647266313933	0.0792894935752079	0.0196953914523923	0.00770736373461879	0.0728966539463423	15	1134	0.0351305954480558	0.0334139204446832	0.00992217898832685	0.036191419787399	0.0458171206225681	0.0365268910625009	0.0358559485122972	0.00540605873082842	0.000170954587540569	0.0107392996108951	0.0353349563434986	0.0444955319070047	0.0356427099640097	0.0350272027229876	0.00495939375615041	0.00015682980083053	in	in
Cratogeomys_merriami	22	6	104	0.0153519320185987	0.00304633637966971	0.078723745390412	0.0192726563215508	0.00525617899678657	0.0911071026109673	12	1134	0.0323740045962268	0.0385453126431019	0.00564373897707231	0.032892151675485	0.0467372134038801	0.0334101791154821	0.0323741242354879	0.00834791820538121	0.000263984352497899	0.00677248677248679	0.0342336507936509	0.0486772486772488	0.0347452533126776	0.0337220482746242	0.00824438176967255	0.000260710242921349	in	in
Cratogeomys_perotensis	5	1	26	0.00523221634332745	0.00141093474426808	0.0289508845064401	0.00466309162975054	0.000932618325950108	0.0242528515238358	11	1134	0.0118646785313452	0.00994858172258977	0.00132275132275132	0.0118771310993533	0.0157554379776602	0.0120224828842426	0.011731779314464	0.0023423176410675	7.40705874936606e-05	0.00142823137348252	0.0112449515068781	0.0142845805888424	0.0113632235440691	0.0111266794696871	0.00190593242022093	6.02708751425531e-05	in	in
Cricetomys_emini	36	13	154	0.0402263374485597	0.0156966490299824	0.201458885941645	0.0420161061740331	0.0151724827850675	0.180360302329374	10	1133	0.0856918701578896	0.0790660084324091	0.00605326876513317	0.0818968415813881	0.10882612533098	0.0834240505291689	0.0803696326336073	0.0246106950988382	0.000778258513122716	0.0066035659255998	0.0783443839754509	0.100606380174004	0.0796259911492785	0.0770627768016233	0.0206528670732237	0.000653101001640824	in	in
Cricetomys_gambianus	20	4	120	0.028092718568909	0.00472411186696901	0.172615889857269	0.0274769308268267	0.00549916366885871	0.165334802976027	7	1133	0.0683856596477956	0.0660227411664024	0.0211238599588114	0.0693001374881156	0.0946583850931677	0.0706140277096447	0.0679862472665866	0.0211731025295423	0.000669552291256263	0.0309766241216119	0.0669650615201874	0.0829703381041275	0.0679426875192862	0.0659874355210886	0.0157542655963871	0.000498193621478141	in	in
Cricetulus_barabensis	45	10	183	0.0138643209660915	0.0035875035475281	0.0600939330215106	0.0209920712948196	0.0046739594767619	0.085597963295093	175	1124	0.025818118454317	0.0370654073384743	0.00302760463045414	0.0253790363572409	0.0580587711487088	0.0257996326141664	0.0249584401003153	0.00677783236796073	0.000214333878815684	0.00343372201158883	0.0248154684461066	0.0611808809746962	0.0252185892458896	0.0244123476463235	0.00649621854683157	0.00020542846786217	in	in
Cricetulus_kamensis	18	3	107	0.0103725262797924	0.00120433560818948	0.0815019799673888	0.0105054347629148	0.00175090579381913	0.0626161952757999	54	1127	0.0309814929526637	0.024923958485173	0.00301685891748004	0.0309927240461402	0.048092280390417	0.0316499218635113	0.030335526228769	0.0105906235858861	0.000334904923728998	0.00298136645962734	0.0307888939901564	0.0447252591225332	0.0314457023585341	0.0301320856217787	0.0105843476860178	0.000334706462349488	in	in
Cricetulus_longicaudatus	14	4	90	0.00333155126461362	0.00171114631570396	0.031645838738505	0.0092703573070932	0.00264856390410814	0.0595926878424331	33	1119	0.0122295121062742	0.0238374039645129	0.00357462019660411	0.0125616621983914	0.0296693476318141	0.0129457209773182	0.0121776034194646	0.00618903753931888	0.000195714551485316	0.00386058981233245	0.0138944976579285	0.0308847184986596	0.0143123932813239	0.0134766020345331	0.00673431214862064	0.000212957648641836	in	in
Cricetulus_migratorius	28	12	128	0.00486706852187899	0.00198357813108304	0.0469126989581585	0.0152195304327744	0.00652244504529173	0.0695765433418502	83	1131	0.0179211152037069	0.0304389584699349	0.00282935455349248	0.0180470719430795	0.0329796640141468	0.018319705721991	0.0177744381641681	0.00439344388086807	0.000138932894356726	0.00252887128045185	0.018215807886691	0.0332682545880519	0.0184909830129921	0.0179406327603898	0.00443439723295414	0.000140227953060834	in	in
Cricetus_cricetus	32	12	114	0.00630457687667057	0.00153703135575879	0.0349652685165313	0.0160475991081834	0.00602160911374661	0.0572555004945371	203	1119	0.0142689589163202	0.0264303961154032	0.00368364030335861	0.0107865011308557	0.0216651745747538	0.0109378033952142	0.0106351988664972	0.00243820853806636	7.71029239075905e-05	0.00406386066763429	0.0109614573422931	0.0214085009589227	0.011110979366929	0.0108119353176573	0.00240952029794056	7.61957220989969e-05	in	out
Crocidura_aleksandrisi	1	0	4	0.0027027027027027	0	0.00720720720720721	0.00182370820668693	0	0.00730593607305937	6	1110	0.0033033033033033	0.00304105423213385	0.00268546492111447	0.0036369938591989	0.00483729111697449	0.00369314575996967	0.00358084195842813	0.000904877692798845	2.86147451312249e-05	0.00278454577097113	0.00359329215065107	0.00463606861381548	0.00364184354834462	0.00354474075295752	0.000782396964734099	2.47415644296219e-05	in	in
Crocidura_attenuata	30	5	177	0.0110525778057069	0.00148994832886057	0.0891347209831944	0.0182588872562683	0.0030431489516257	0.108009890549817	47	1139	0.0338439149989169	0.0430473526405185	0.000354924578527063	0.0338983136587922	0.0964003511852502	0.0349040774386031	0.0328925498789812	0.0162077008272847	0.000512532502488148	0.000425909494232477	0.0348022188558896	0.0815070310427167	0.0358073689717604	0.0337970687400187	0.0161978117442318	0.000512219782223972	in	in
Crocidura_batakorum	5	2	7	0.00333333333333333	0.00105263157894737	0.0059220170038112	0.00466632101325829	0.00186633487380022	0.00654946198991519	10	1139	0.00343381133547947	0.00435876759058609	0.000526777875329236	0.00345938524032695	0.00526777875329236	0.00352235947349813	0.00339641100715577	0.0010148183415971	3.20913737076163e-05	0.000422490581980778	0.00375732930682129	0.00551802200134415	0.00382097269068029	0.00369368592296229	0.0010256015835215	3.24323697580336e-05	in	in
Crocidura_beatus	26	3	145	0.0150881506420701	0.000459578133191267	0.0900065783943845	0.0148024363627805	0.00170799079077755	0.0827718259075792	59	1139	0.0351366375294742	0.0330501833567117	0.00105355575065847	0.0349231516501548	0.0506584723441615	0.0353699767180895	0.0344763265822201	0.00720050489845393	0.000227699957823138	0.00126426690079017	0.0339658726439032	0.053611653401412	0.0343853731694917	0.0335463721183147	0.00676017485627197	0.000213775499268208	in	in
Crocidura_beccarii	14	3	65	0.00535077352252847	0.000813008130081301	0.0224113578836391	0.0103828847865061	0.00222497562712581	0.0482093598145459	25	1107	0.00952504651208296	0.0202720001582565	0	0.00950829134981185	0.039747064137308	0.0100797863099883	0.00893679638963544	0.00920953759199893	0.000291231149876591	0	0.010762666474787	0.0397561622051423	0.0113775201549314	0.0101478127946426	0.0099082554973378	0.000313326550104718	in	in
Crocidura_brunnea	6	3	5	0.00247523988608024	0.000738770685579197	0.00247389778794813	0.00442065044272155	0.00221055824306306	0.00369341175932999	27	1127	0.00189545665077595	0.00344136646911614	0	0.00186995610964806	0.00481782595603734	0.00192394642999596	0.00181596578930015	0.000870044216478525	2.75132138912874e-05	0	0.00202752353228746	0.00486355039178606	0.00208618147413316	0.00196886559044177	0.000945262090028644	2.98918119030165e-05	in	in
Crocidura_buettikoferi	17	7	104	0.00287096572271359	0.000491992978330347	0.0355142016535367	0.0094514191723708	0.00389149951715053	0.0579470208669232	103	1121	0.0129389328911326	0.0237379612358509	0.00308880308880309	0.0132538069865065	0.0218390804597701	0.0134374384973002	0.0130701754757128	0.0029591884785969	9.35777561809462e-05	0.00301734976112646	0.0135992696234226	0.022149416270592	0.0137832384609816	0.0134153007858636	0.0029646244382158	9.37496563175905e-05	in	out
Crocidura_caspica	6	1	17	0.00482456140350877	0.0012531328320802	0.0179566109645265	0.00630640099701195	0.00105033742089646	0.0178994920956444	10	1139	0.00800270356898979	0.00841149922039251	0.00298151460942159	0.00800060189177062	0.0107418596844579	0.00808697825438967	0.00791422552915157	0.00139193941159992	4.40169890561034e-05	0.00328497125650156	0.00786464339173476	0.010400572785168	0.00794475730531118	0.00778452947815834	0.00129102118152797	4.08256744115008e-05	in	in
Crocidura_douceti	7	1	43	0.0124777183600713	0.0017825311942959	0.072192513368984	0.0130597014925373	0.00186567164179104	0.0804239401496259	5	1122	0.0288175876411171	0.0317427385892116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Crocidura_dsinezumi	38	17	148	0.0048554934638191	0.00199920497470026	0.0543090355134013	0.017157396366525	0.00767567732186647	0.067000598850785	197	1139	0.0203581298210856	0.0305791418546314	0.00245829675153644	0.0202743044265078	0.0468247000292654	0.0206130445412382	0.0199355643117774	0.00545873548834934	0.000172620372875754	0.00277339085551407	0.0196831327156567	0.0477739922673511	0.0199944796001847	0.0193717858311288	0.00501729855382611	0.000158660911311594	in	in
Crocidura_elongata	46	19	187	0.0292264096899561	0.00804069071250638	0.181221686128845	0.0271957031515451	0.0112330078234643	0.110871623517312	77	1127	0.0727334179677399	0.0497088217190394	0.00263543191800879	0.0724194021430683	0.101779472513505	0.073490261188521	0.0713485430976156	0.017256699222307	0.000545704744389466	0.00281112737920938	0.0703484966046548	0.09520211560257	0.0712544582727289	0.0694425349365806	0.0145994079046002	0.000461673814684027	in	in
Crocidura_flavescens	4	5	35	0.00551181102362205	0.00942495824385588	0.0529963668303589	0.00546255602100483	0.00682819502625603	0.0479958991258978	12	761	0.0226044943521947	0.0200570272222413	0.00722733245729304	0.0225789750328515	0.0315374507227332	0.0227991257518455	0.0223588243138575	0.00354768889275039	0.000112187773307721	0.00782574670666494	0.0218885135555939	0.0297378374853268	0.0220968766498825	0.0216801504613054	0.00335773345935214	0.000106180855073092	in	in
Crocidura_foetida	11	3	59	0.0171929824561404	0.00464912280701754	0.0924362357080035	0.0155184575593698	0.0042308144317781	0.0835398230088492	7	1139	0.0380450687737782	0.0343664182032172	0.0221832016388645	0.0407554650805751	0.0615655233069481	0.0413657702381143	0.0401451599230358	0.00983495688083391	0.000311008644329804	0.021452864742304	0.041999949568808	0.0600441501103753	0.0425665932138451	0.0414333059237709	0.00913135952874511	0.000288758942447163	in	in
